Symbol,Market_Cap,EBITDA_Margin,ROA,Debt_Equity,Sector,Sub_Industry,Regulatory_Risk,Contract_Risk,Debt_Risk,Execution_Complexity,IP_Dependence,Carveout_Flag
BCLI,5610498,0.0,-2.15843,,Healthcare,Biotechnology,4,2,3,0,0,0
BCML,272798752,0.0,0.0090499995,,Financial Services,Banks - Regional,3,2,3,0,0,0
BCPC,5078028800,0.24297,0.07251,18.092,Basic Materials,Specialty Chemicals,3,2,3,0,0,0
BDMD,178538400,0.4578,,39.53,Healthcare,Medical Devices,4,2,3,0,0,0
BEAM,1460659200,0.0,-0.20263,22.006,Healthcare,Biotechnology,4,2,3,0,0,0
BCYC,451891680,0.0,-0.16900998,1.197,Healthcare,Biotechnology,4,2,1,0,0,0
BEAT,54972564,0.0,-1.21815,,Healthcare,Health Information Services,4,2,3,0,0,0
BECN,7593671680,0.09155,0.06572,173.742,Industrials,Industrial Distribution,2,2,3,0,0,0
BEEM,24967892,-0.19922,-0.15135,4.659,Technology,Solar,2,2,3,0,0,0
BENF,2684274,0.0,-0.11953,117.326,Financial Services,Asset Management,3,2,3,0,0,0
BFC,992867520,0.0,0.015039999,,Financial Services,Banks - Regional,3,2,3,0,0,0
BFIN,142550400,0.0,0.00279,,Financial Services,Banks - Regional,3,2,3,0,0,0
BFRG,13275883,0.0,-1.0861,,Healthcare,Health Information Services,4,2,3,0,0,0
BFRI,7179009,-0.44985,-0.42997003,111.031,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
BFST,639809472,0.0,0.00902,,Financial Services,Banks - Regional,3,2,3,0,0,0
BGC,3978670080,0.0,0.03642,136.82,Financial Services,Capital Markets,3,2,3,0,0,0
BGFV,19261772,-0.04681,-0.05548,170.341,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
BGM,991665344,-0.07946,-0.03835,0.224,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,1,0,0,0
BGLC,3898991,-0.03427,-0.02293,2.611,Basic Materials,Specialty Chemicals,3,2,2,0,0,0
BHAT,9481363,-0.60545,-0.36962003,8.203,Communication Services,Electronic Gaming & Multimedia,3,2,3,0,1,0
BHF,2745681152,0.0,0.00565,194.686,Financial Services,Insurance - Life,3,2,3,0,0,0
BHRB,730261696,0.0,0.00625,,Financial Services,Banks - Regional,3,2,3,0,0,0
BIAF,10094739,-0.81345004,-0.6234,55.091,Healthcare,Diagnostics & Research,4,2,3,0,0,0
BHST,96168736,-0.31988,-0.26949,258.444,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
BIGC,422798496,-0.038629998,-0.04251,661.045,Technology,Software - Application,2,3,3,0,1,0
BILI,6763643904,0.03663,-0.025510002,36.494,Communication Services,Internet Content & Information,3,2,3,0,0,0
BIIB,16595997696,0.3096,0.05289,40.181,Healthcare,Drug Manufacturers - General,4,2,3,0,0,0
BIOA,122965504,0.0,-0.25443,2.694,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,2,0,0,0
BITF,432165888,0.17748,-0.12376001,3.851,Financial Services,Capital Markets,3,2,2,0,0,0
BIYA,18250000,-0.041100003,-0.046129998,62.188,Technology,Software - Application,2,3,3,0,1,0
BIRD,35170812,-0.4298,-0.23414,52.786,Consumer Cyclical,Apparel Retail,3,1,3,0,0,0
BIVI,13667397,0.0,-0.63414,1.597,Healthcare,Biotechnology,4,2,1,0,0,0
BJRI,721984384,0.07754,0.01935,135.294,Consumer Cyclical,Restaurants,3,2,3,0,0,0
BL,2854216192,0.073699996,0.0064999997,189.713,Technology,Software - Application,2,3,3,0,1,0
BKNG,147492519936,0.34458,0.18225001,,Consumer Cyclical,Travel Services,3,2,3,0,0,0
BKYI,2803075,-0.52139,-0.38178003,47.402,Industrials,Security & Protection Services,2,2,3,0,0,0
BLBD,1080538624,0.11047,0.17427,52.458,Industrials,Farm & Heavy Construction Machinery,2,2,3,0,0,0
BLDE,207884032,-0.45883998,-0.11289,0.246,Industrials,Airports & Air Services,2,2,1,0,0,0
BLDP,347605600,-2.2792199,-0.112040006,3.55,Industrials,Specialty Industrial Machinery,2,2,2,0,0,0
BLFS,998040896,-0.01991,-0.01097,8.648,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
BLFY,189146912,0.0,-0.0058,,Financial Services,Banks - Regional,3,2,3,0,0,0
BLIN,15977178,-0.05333,-0.06777,5.444,Technology,Software - Infrastructure,2,3,3,0,1,0
BLKB,2964037376,0.21958,0.041690003,784.306,Technology,Software - Application,2,3,3,0,1,0
BLMN,587721152,0.096949995,0.03808,1639.128,Consumer Cyclical,Restaurants,3,2,3,0,0,0
BLMZ,2582236,-0.78318,-0.22273001,8.159,Communication Services,Entertainment,3,2,3,0,0,0
BLNE,10004137,-0.40058997,-0.1808,,Consumer Defensive,Beverages - Wineries & Distilleries,3,2,3,0,0,0
BLNK,71163720,-0.45404997,,5.934,Industrials,Engineering & Construction,2,2,3,0,0,0
BLTE,1889131008,0.0,-0.20259,0.368,Healthcare,Biotechnology,4,2,1,0,0,0
BMBL,585774336,0.24921,0.04123,46.664,Communication Services,Internet Content & Information,3,2,3,0,0,0
BLZE,244893008,-0.15748,-0.17247999,59.698,Technology,Software - Infrastructure,2,3,3,0,1,0
BMEA,64999908,0.0,-0.64348,17.007,Healthcare,Biotechnology,4,2,3,0,0,0
BMGL,88387184,0.21542999,0.08439,75.548,Healthcare,Medical Care Facilities,4,2,3,0,0,0
BMRA,9412382,-1.04087,-0.38544,12.241,Healthcare,Medical Devices,4,2,3,0,0,0
BLUE,45719628,-2.46346,-0.31001,,Healthcare,Biotechnology,4,2,3,0,0,0
BMRC,316691168,0.0,-0.00224,,Financial Services,Banks - Regional,3,2,3,0,0,0
BMRN,10799585280,0.23353,0.05152,11.205,Healthcare,Biotechnology,4,2,3,0,0,0
BNAI,12238468,0.0,-0.44419998,15.728,Technology,Software - Infrastructure,2,3,3,0,1,0
BNRG,11251758,0.0,-0.57385,107.512,Utilities,Utilities - Renewable,3,2,3,0,0,0
BNGO,13230800,-2.67259,-0.48422,45.946,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
BNTC,305022816,0.0,-0.29986,0.18,Healthcare,Biotechnology,4,2,1,0,0,0
BNZI,9479309,-2.95535,-1.25911,,Technology,Software - Application,2,3,3,0,1,0
BOKF,5664264704,0.0,0.01052,,Financial Services,Banks - Regional,3,2,3,0,0,0
BOLD,26537002,0.0,-0.27233,31.619,Healthcare,Biotechnology,4,2,3,0,0,0
BOF,16767350,-0.61138,-0.3768,460.705,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
BOLT,12307044,0.0,-0.32880002,44.073,Healthcare,Biotechnology,4,2,3,0,0,0
BON,860155,0.12501,0.02162,17.013,Basic Materials,Specialty Chemicals,3,2,3,0,0,0
BOOM,133372744,0.08623,0.01638,26.541,Industrials,Conglomerates,2,2,3,0,0,0
BOTJ,64106524,0.0,0.00815,,Financial Services,Banks - Regional,3,2,3,0,0,0
BOSC,21206344,0.078150004,0.048860002,10.178,Technology,Communication Equipment,2,2,3,0,0,0
BPMC,5129734656,-0.38472,-0.11891,242.506,Healthcare,Biotechnology,4,2,3,0,0,0
BOXL,4130186,0.0147,-0.0836,292.026,Technology,Communication Equipment,2,2,3,0,0,0
BPOP,5708680192,0.0,0.00854,,Financial Services,Banks - Regional,3,2,3,0,0,0
BRAG,88991400,0.03469,-0.021359999,13.981,Consumer Cyclical,Gambling,3,2,3,0,0,0
BREA,8589375,-2.39243,-0.71686,158.58,Communication Services,Entertainment,3,2,3,0,0,0
BPRN,191617136,0.0,0.00481,,Financial Services,Banks - Regional,3,2,3,0,0,0
BRFH,41738664,-0.23234,-0.42646,143.945,Consumer Defensive,Beverages - Non-Alcoholic,3,2,3,0,0,0
BRKL,857323520,0.0,0.0058999998,,Financial Services,Banks - Regional,3,2,3,0,0,0
BRID,72523872,-0.01194,-0.03577,4.648,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
BRNS,27632490,-2.87608,-0.15224,9.227,Healthcare,Biotechnology,4,2,3,0,0,0
BRLS,127557200,-0.51195997,-0.16439,920.734,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
BRLT,149062208,0.02052,0.0075499997,89.285,Consumer Cyclical,Luxury Goods,3,2,3,0,0,0
BROG,127122080,0.38900003,0.021710001,471.253,Energy,Oil & Gas Midstream,4,2,3,0,0,0
BRY,178471264,0.37219003,0.03043,59.561,Energy,Oil & Gas E&P,4,2,3,0,0,0
BRZE,3178720000,-0.19421,-0.09079,18.418,Technology,Software - Application,2,3,3,0,1,0
BSBK,89166928,0.0,-0.00227,,Financial Services,Banks - Regional,3,2,3,0,0,0
BSET,137089888,0.01785,-0.00661,60.859,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3,2,3,0,0,0
BSGM,14398335,0.0,-4.80998,,Healthcare,Medical Devices,4,2,3,0,0,0
BSII,192780000,0.0,,,Financial Services,Shell Companies,3,2,3,0,0,0
BSVN,334184224,0.0,0.026029998,,Financial Services,Banks - Regional,3,2,3,0,0,0
BSY,12609084416,0.2744,0.05827,137.029,Technology,Software - Application,2,3,3,0,1,0
BSLK,8733028,0.0,-1.42478,,Financial Services,Shell Companies,3,2,3,0,0,0
BTAI,8997106,0.0,-0.72300005,,Healthcare,Biotechnology,4,2,3,0,0,0
BTBD,7016380,-0.07116,-0.07135,49.026,Consumer Cyclical,Restaurants,3,2,3,0,0,0
BTCS,29263756,-2.00213,-0.15601,,Financial Services,Capital Markets,3,2,3,0,0,0
BTCT,17863940,0.07298,,2.663,Technology,Computer Hardware,2,2,2,0,0,0
BTM,26004722,0.06046,0.19923,,Financial Services,Capital Markets,3,2,3,0,0,0
BTMD,177961376,0.19705,0.16964,,Healthcare,Medical Care Facilities,4,2,3,0,0,0
BTBT,315612576,0.55185,0.046409998,2.979,Financial Services,Capital Markets,3,2,2,0,0,0
BTOC,43344184,-0.04861,-0.046490002,371.025,Industrials,Integrated Freight & Logistics,2,2,3,0,0,0
BTOG,1281693,-1.75625,-0.37298,567.734,Financial Services,Financial Data & Stock Exchanges,3,2,3,0,0,0
BTSG,3046297344,0.048249997,0.036989998,175.89,Healthcare,Health Information Services,4,2,3,0,0,0
BUJA,54996396,0.0,,,Financial Services,Shell Companies,3,2,3,0,0,0
BUSE,1758064512,0.0,0.00935,,Financial Services,Banks - Regional,3,2,3,0,0,0
BVFL,147362544,0.0,0.013049999,,Financial Services,Banks - Regional,3,2,3,0,0,0
BVS,500807744,0.10288,0.032360002,191.836,Healthcare,Medical Devices,4,2,3,0,0,0
BWAY,159067360,0.07534,0.011080001,,Healthcare,Medical Devices,4,2,3,0,0,0
BWEN,34818732,0.07621,0.02005,58.278,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
BWB,347713376,0.0,0.00678,,Financial Services,Banks - Regional,3,2,3,0,0,0
BWIN,2843642112,0.11625,0.01092,148.488,Financial Services,Insurance Brokers,3,2,3,0,0,0
BWFG,223381504,0.0,0.00301,,Financial Services,Banks - Regional,3,2,3,0,0,0
BWMN,382218304,0.060879998,-0.00341,61.125,Industrials,Engineering & Construction,2,2,3,0,0,0
BYFC,57458268,0.0,0.0014599999,,Financial Services,Banks - Regional,3,2,3,0,0,0
BYND,204702688,-0.38445,-0.1279,,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
BYRN,409822976,0.09518,0.06712,4.85,Industrials,Aerospace & Defense,2,2,3,0,0,0
BYSI,43944768,0.0,-0.18507999,,Healthcare,Biotechnology,4,2,3,0,0,0
BZ,6592960512,0.19464001,0.03936,2.019,Communication Services,Internet Content & Information,3,2,2,0,0,0
BZAI,252144080,0.0,-0.60051,,Technology,Software - Application,2,3,3,0,1,0
BZUN,141159136,0.015149999,-0.0065200003,35.669,Consumer Cyclical,Internet Retail,3,1,3,0,0,0
BZFD,66648596,-0.069460005,-0.040760003,58.667,Communication Services,Internet Content & Information,3,2,3,0,0,0
CAAS,107709400,0.09291001,0.03112,18.667,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
CABA,55309980,0.0,-0.35657,10.241,Healthcare,Biotechnology,4,2,3,0,0,0
CAC,616662144,0.0,0.0092,,Financial Services,Banks - Regional,3,2,3,0,0,0
CAKE,2339944448,0.08249,0.04131,430.307,Consumer Cyclical,Restaurants,3,2,3,0,0,0
CACC,5966109184,0.0,0.03011,363.197,Financial Services,Credit Services,3,2,3,0,0,0
CADL,225313328,0.0,-0.27547002,20.31,Healthcare,Biotechnology,4,2,3,0,0,0
CALM,4643675136,0.27349,0.21228,,Consumer Defensive,Farm Products,3,2,3,0,0,0
CALC,19953212,0.0,-0.94609,,Healthcare,Biotechnology,4,2,3,0,0,0
CAMP,42338308,0.0,-0.498,13.83,Healthcare,Biotechnology,4,2,3,0,0,0
CAMT,2618036224,0.27662,0.080419995,37.702,Technology,Semiconductor Equipment & Materials,2,2,3,0,0,0
CAN,244003664,-0.60671,-0.29154,10.094,Technology,Computer Hardware,2,2,3,0,0,0
CAPS,3404164,-0.0207,,,Basic Materials,Building Materials,3,2,3,0,0,0
CAPT,15969389,-1.19926,,,Basic Materials,Building Materials,3,2,3,0,0,0
CARA,22250612,0.0,-0.41095,,Healthcare,Biotechnology,4,2,3,0,0,0
CARG,2774333184,0.18691999,0.113170005,35.582,Consumer Cyclical,Auto & Truck Dealerships,3,2,3,0,0,0
CARE,323832608,0.0,0.00535,,Financial Services,Banks - Regional,3,2,3,0,0,0
CART,10133155840,0.16075,0.07196,0.793,Consumer Cyclical,Internet Retail,3,1,1,0,0,0
CARM,8315832,0.0,-0.56078,,Healthcare,Biotechnology,4,2,3,0,0,0
CARV,7153622,0.0,-0.013259999,,Financial Services,Banks - Regional,3,2,3,0,0,0
CASI,29591248,-1.29239,-0.38013,1196.164,Healthcare,Biotechnology,4,2,3,0,0,0
CASH,1602417536,0.0,0.0223,,Financial Services,Banks - Regional,3,2,3,0,0,0
CASK,3091457,-0.98162,-0.18863001,,Consumer Defensive,Beverages - Wineries & Distilleries,3,2,3,0,0,0
CASY,15945185280,0.07571,0.06955,91.298,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
CASS,527954784,0.22949,0.011410001,3.243,Industrials,Specialty Business Services,2,2,2,0,0,0
CBAT,58577724,0.095699996,0.01985,25.161,Industrials,Electrical Equipment & Parts,2,2,3,0,0,0
CATY,2642726912,0.0,0.0124,,Financial Services,Banks - Regional,3,2,3,0,0,0
CLRC,55968120,0.0,-0.04374,,Financial Services,Shell Companies,3,2,3,0,0,0
CLRO,12989743,-0.65376997,-0.13949001,3.208,Technology,Communication Equipment,2,2,2,0,0,0
CLRB,12570597,0.0,-1.72364,3.151,Healthcare,Biotechnology,4,2,2,0,0,0
CLOV,1875028736,-0.03254,-0.04986,,Healthcare,Healthcare Plans,4,2,3,0,0,0
CLPT,308100128,-0.59783,-0.30156,14.053,Healthcare,Medical Devices,4,2,3,0,0,0
CLSD,57788500,0.0,-0.61042,,Healthcare,Biotechnology,4,2,3,0,0,0
CLWT,8873745,0.00592,0.0032,0.603,Industrials,Pollution & Treatment Controls,2,2,1,0,0,0
CLSK,2002161024,0.91032,0.08051,32.086,Financial Services,Capital Markets,3,2,3,0,0,0
CLYM,78271464,0.0,-0.10302,0.251,Healthcare,Biotechnology,4,2,1,0,0,0
CLST,46694040,0.0,-0.01128,,Financial Services,Banks - Regional,3,2,3,0,0,0
CMBM,9066260,-0.44436002,-0.22081,176.275,Technology,Communication Equipment,2,2,3,0,0,0
CMCO,362806496,0.12271,0.02587,63.922,Industrials,Farm & Heavy Construction Machinery,2,2,3,0,0,0
CME,93119373312,0.69825,0.01842,14.428,Financial Services,Financial Data & Stock Exchanges,3,2,3,0,0,0
CMLS,5148264,0.07157,4.0000003e-05,11467.501,Communication Services,Broadcasting,3,2,3,0,0,0
CMMB,17725204,0.0,-0.47101003,2.393,Healthcare,Biotechnology,4,2,2,0,0,0
CMND,4794353,0.0,-0.43886003,1.612,Healthcare,Biotechnology,4,2,1,0,0,0
CMPO,1054836736,0.27771,0.19931,,Industrials,Metal Fabrication,2,2,3,0,0,0
CMPS,250217392,0.0,-0.40107,20.811,Healthcare,Medical Care Facilities,4,2,3,0,0,0
CNCK,638377216,0.00425,,11.623,Financial Services,Capital Markets,3,2,3,0,0,0
CNDT,344697920,0.022650002,-0.010629999,84.162,Technology,Information Technology Services,2,2,3,0,0,0
CMTL,39911376,-0.01749,-0.030940002,100.067,Technology,Communication Equipment,2,2,3,0,0,0
CNEY,6350200,-0.15987,-0.05945,,Basic Materials,Specialty Chemicals,3,2,3,0,0,0
CNET,3286077,-0.14666,-0.1814,2.55,Communication Services,Advertising Agencies,3,2,2,0,0,0
CNOB,812383936,0.0,0.00748,,Financial Services,Banks - Regional,3,2,3,0,0,0
CNSP,3474368,0.0,-2.19276,0.93,Healthcare,Biotechnology,4,2,1,0,0,0
CNTM,20365310,-0.35226002,-0.36207,,Technology,Software - Application,2,3,3,0,1,0
CNTA,1500983680,0.0,-0.2682,29.344,Healthcare,Biotechnology,4,2,3,0,0,0
CNTB,35357072,-0.83709,-0.12354,0.193,Healthcare,Biotechnology,4,2,1,0,0,0
CNTY,44336360,0.16951999,0.02322,1296.354,Consumer Cyclical,Resorts & Casinos,3,2,3,0,0,0
CNVS,40268592,0.12393,0.0398,12.007,Communication Services,Entertainment,3,2,3,0,0,0
CNXC,3043409920,0.15277,0.039690003,121.521,Technology,Information Technology Services,2,2,3,0,0,0
CNXN,1567218432,0.039419997,0.048979998,0.369,Technology,Electronics & Computer Distribution,2,2,1,0,0,0
COCH,26871516,0.0,-1.25508,,Healthcare,Medical Devices,4,2,3,0,0,0
COCO,1745487232,0.1445,0.14239,0.168,Consumer Defensive,Beverages - Non-Alcoholic,3,2,1,0,0,0
COCP,12462905,0.0,-0.51984,14.76,Healthcare,Biotechnology,4,2,3,0,0,0
COFS,383458816,0.0,0.010089999,,Financial Services,Banks - Regional,3,2,3,0,0,0
CODA,69065728,0.21857001,0.04197,0.739,Industrials,Aerospace & Defense,2,2,1,0,0,0
COEP,31630434,0.0,-0.93237,36.177,Healthcare,Biotechnology,4,2,3,0,0,0
COGT,457676992,0.0,-0.53782004,6.815,Healthcare,Biotechnology,4,2,3,0,0,0
COIN,43062956032,0.34384,0.06825,45.049,Financial Services,Financial Data & Stock Exchanges,3,2,3,0,0,0
COKE,12030012416,0.16112,0.119490005,134.522,Consumer Defensive,Beverages - Non-Alcoholic,3,2,3,0,0,0
COLB,4351481856,0.0,0.010290001,,Financial Services,Banks - Regional,3,2,3,0,0,0
COLL,792691520,0.58404,0.0889,428.204,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
COLM,3633254912,0.09698,0.05722,25.235,Consumer Cyclical,Apparel Manufacturing,3,1,3,0,0,0
COMM,744969856,0.17336,0.02479,,Technology,Communication Equipment,2,2,3,0,0,0
COO,15070758912,0.28156,0.03797,31.251,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
COOT,21015488,0.01615,,,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
COOP,6946037760,0.44449002,0.03565,262.186,Financial Services,Mortgage Finance,3,2,3,0,0,0
CORT,7145718784,0.20406,0.117089994,1.021,Healthcare,Biotechnology,4,2,1,0,0,0
CORZ,2011156736,0.19233,-0.00811,,Technology,Software - Infrastructure,2,3,3,0,1,0
COST,427847974912,0.04572,0.087349996,31.431,Consumer Defensive,Discount Stores,3,2,3,0,0,0
COYA,82454248,0.0,-0.2515,,Healthcare,Biotechnology,4,2,3,0,0,0
COSM,8122252,-0.33966,-0.18527001,31.519,Healthcare,Medical Distribution,4,2,3,0,0,0
CPB,11265315840,0.18450001,0.064959995,205.496,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
CPBI,54332680,0.0,0.007900001,,Financial Services,Banks - Regional,3,2,3,0,0,0
CPHC,86572768,0.13597,0.02767,0.211,Consumer Cyclical,Gambling,3,2,1,0,0,0
CPRT,56671014912,0.40605,0.12133,1.434,Industrials,Specialty Business Services,2,2,1,0,0,0
CPOP,9994010,-0.16976,-0.12985,40.66,Communication Services,Entertainment,3,2,3,0,0,0
CPSH,21353220,-0.18149,-0.13528,1.338,Technology,Electronic Components,2,2,1,0,0,0
CPSS,185054816,0.0,0.006,1076.863,Financial Services,Credit Services,3,2,3,0,0,0
CRCT,1030838400,0.118310004,0.06712,3.258,Technology,Computer Hardware,2,2,2,0,0,0
CRAI,1134869760,0.11963,0.07843,48.68,Industrials,Consulting Services,2,2,3,0,0,0
CRBP,69601216,0.0,-0.33071,2.274,Healthcare,Biotechnology,4,2,2,0,0,0
CRDL,75001296,0.0,-0.7907,1.591,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,1,0,0,0
CRDO,6493190144,0.043309998,-0.0036000002,2.61,Technology,Semiconductors,2,2,2,0,0,0
CREV,4958023,-0.83752996,-0.24006,,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
CRDF,158327840,0.0,-0.34007,1.836,Healthcare,Biotechnology,4,2,1,0,0,0
CREG,13959927,0.0,-0.0053,4.603,Utilities,Utilities - Renewable,3,2,3,0,0,0
CRIS,12240774,0.0,-0.46967,,Healthcare,Biotechnology,4,2,3,0,0,0
CRGO,100085400,-0.7271,-0.15223,1.738,Industrials,Integrated Freight & Logistics,2,2,1,0,0,0
CRML,151847392,0.0,-0.16673,8.2,Basic Materials,Other Industrial Metals & Mining,3,2,3,0,0,0
CRMD,445843520,-0.50714,-0.1391,0.611,Healthcare,Biotechnology,4,2,1,0,0,0
CRMT,385003136,0.06492,0.0334,154.737,Consumer Cyclical,Auto & Truck Dealerships,3,2,3,0,0,0
CRNC,311032800,-0.045700002,-0.012510001,223.997,Technology,Software - Application,2,3,3,0,1,0
CRON,642652096,-0.38612998,-0.029409999,0.182,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,1,0,0,0
CRSP,2938633984,0.0,-0.13042,11.578,Healthcare,Biotechnology,4,2,3,0,0,0
CRTO,1574587392,0.13799,0.044439998,9.899,Communication Services,Advertising Agencies,3,2,3,0,0,0
CRUS,4509344768,0.23141001,0.10283,7.463,Technology,Semiconductors,2,2,3,0,0,0
CRNT,183008544,0.13962,0.083380006,24.715,Technology,Communication Equipment,2,2,3,0,0,0
CRVL,5901160448,0.15921,0.1399,9.819,Financial Services,Insurance Brokers,3,2,3,0,0,0
CRVS,195549744,0.0,-0.30085,3.445,Healthcare,Biotechnology,4,2,2,0,0,0
CRVO,73712040,0.0,-0.42945,,Healthcare,Biotechnology,4,2,3,0,0,0
CRWD,91368456192,0.02568,-0.0046900003,23.77,Technology,Software - Infrastructure,2,3,3,0,1,0
CRWV,19584978944,0.62011003,0.01778,811.629,Technology,Software - Infrastructure,2,3,3,0,1,0
CRWS,31700784,0.084910005,0.03949,67.895,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3,2,3,0,0,0
CSCI,8957796,0.0,-0.31516,8.074,Healthcare,Biotechnology,4,2,3,0,0,0
CSAI,74783576,0.0,-1.37368,,Technology,Software - Infrastructure,2,3,3,0,1,0
CSCO,225131429888,0.26929,0.065560006,71.21,Technology,Communication Equipment,2,2,3,0,0,0
CSGP,31809366016,0.055409998,0.00032000002,14.928,Real Estate,Real Estate Services,3,2,3,0,0,0
CSGS,1679785344,0.15326999,0.06401,206.351,Technology,Software - Infrastructure,2,3,3,0,1,0
CSIQ,477121024,0.0764,-0.00148,127.078,Technology,Solar,2,2,3,0,0,0
CSPI,143957568,-0.02884,-0.017439999,5.607,Technology,Information Technology Services,2,2,3,0,0,0
CSTE,96756240,-0.03531,-0.0363,49.987,Industrials,Building Products & Equipment,2,2,3,0,0,0
CSTL,550322112,0.07428,0.01101,5.801,Healthcare,Diagnostics & Research,4,2,3,0,0,0
CSWI,4732834304,0.26108,0.097440004,6.456,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
CTAS,81859739648,0.26267,0.15531999,58.617,Industrials,Specialty Business Services,2,2,3,0,0,0
CTKB,450901440,-0.079380006,-0.02908,4.3,Healthcare,Medical Devices,4,2,3,0,0,0
CTLP,555793344,0.11324,0.039979998,24.343,Technology,Information Technology Services,2,2,3,0,0,0
CTNM,106849712,0.0,-0.18535,3.16,Healthcare,Biotechnology,4,2,2,0,0,0
CTRM,20194310,0.38549998,0.01617,0.291,Industrials,Marine Shipping,2,2,1,0,0,0
CTNT,4377690,0.0,-0.1838,19.591,Consumer Cyclical,Auto & Truck Dealerships,3,2,3,0,0,0
CTSH,34375811072,0.1783,0.09838,10.432,Technology,Information Technology Services,2,2,3,0,0,0
CTRN,173851984,-0.0185,-0.04208,194.742,Consumer Cyclical,Apparel Retail,3,1,3,0,0,0
CTSO,58750000,-0.42748,-0.20851,242.128,Healthcare,Medical Devices,4,2,3,0,0,0
CUE,44435568,0.0,-0.55474,50.723,Healthcare,Biotechnology,4,2,3,0,0,0
CUB,314640352,0.0,,,Financial Services,Shell Companies,3,2,3,0,0,0
CVAC,641606656,0.0,-0.24517,10.367,Healthcare,Biotechnology,4,2,3,0,0,0
CURI,146370032,0.12405,-0.08765,7.404,Communication Services,Broadcasting,3,2,3,0,0,0
CVBF,2299190784,0.0,0.01288,,Financial Services,Banks - Regional,3,2,3,0,0,0
CVCO,3742060800,0.107700005,0.08691,3.708,Consumer Cyclical,Residential Construction,3,2,2,0,0,0
CVKD,26823462,0.0,-0.73490995,,Healthcare,Biotechnology,4,2,3,0,0,0
CVGI,31993874,0.03649,0.012410001,122.737,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
CVLT,6660796416,0.09531,0.057690002,4.03,Technology,Software - Application,2,3,3,0,1,0
CVV,19957336,-0.091120005,-0.0587,1.056,Industrials,Specialty Industrial Machinery,2,2,1,0,0,0
CWBC,306691488,0.0,0.00257,,Financial Services,Banks - Regional,3,2,3,0,0,0
CWST,7222868992,0.21781,0.02261,78.077,Industrials,Waste Management,2,2,3,0,0,0
CWD,11585800,-0.10391,-0.03796,131.991,Financial Services,Asset Management,3,2,3,0,0,0
CXAI,19470048,-1.5526401,-0.16600001,50.046,Technology,Software - Application,2,3,3,0,1,0
CWCO,374645280,0.18496001,0.04896,1.608,Utilities,Utilities - Regulated Water,3,2,1,0,0,0
